Region;Provincia;Comuna;Fecha;Sit
IX;Cautín;Padre las Casas;23-02-2012;Déficit Hídrico/Sequía
IX;Cautín;Perquenco;23-02-2012;Déficit Hídrico/Sequía
IX;Cautín;Cholchol;23-02-2012;Déficit Hídrico/Sequía
IX;Malleco;Collipulli;23-02-2012;Déficit Hídrico/Sequía
IX;Malleco;Ercilla;23-02-2012;Déficit Hídrico/Sequía
IX;Malleco;Los Sauces;23-02-2012;Déficit Hídrico/Sequía
IX;Malleco;Lumaco;23-02-2012;Déficit Hídrico/Sequía
I;Tamarugal;Pozo Almonte;14-03-2012;Invierno altiplánico
I;Tamarugal;Camiña;14-03-2012;Invierno altiplánico
I;Tamarugal;Huara;14-03-2012;Invierno altiplánico
I;Tamarugal;Pica;14-03-2012;Invierno altiplánico
XV;Arica;Arica;16-03-2012;Invierno altiplánico
XV;Arica;Camarones;16-03-2012;Invierno altiplánico
III;Copiapó;Copiapó;29-03-2012;Déficit Hídrico/Sequía
III;Copiapó;Tierra Amarilla;29-03-2012;Déficit Hídrico/Sequía
XII;Última Esperanza;Torres del Paine;02-08-2012;Incendios
VI;Colchagua;Chépica;14-11-2012;Déficit Hídrico/Sequía
VI;Colchagua;Santa Cruz;14-11-2012;Déficit Hídrico/Sequía
VI;Colchagua;Palmilla;14-11-2012;Déficit Hídrico/Sequía
IV;Colchagua;Peralillo;14-11-2012;Déficit Hídrico/Sequía
IV;Elqui;La Serena;15-01-2013;Déficit Hídrico/Sequía
IV;Elqui;Coquimbo;15-01-2013;Déficit Hídrico/Sequía
IV;Elqui;Andacollo;15-01-2013;Déficit Hídrico/Sequía
IV;Elqui;La Higuera;15-01-2013;Déficit Hídrico/Sequía
IV;Elqui;Paiguano;15-01-2013;Déficit Hídrico/Sequía
IV;Elqui;Vicuña;15-01-2013;Déficit Hídrico/Sequía
IV;Choapa;Illapel;15-01-2013;Déficit Hídrico/Sequía
IV;Choapa;Canela;15-01-2013;Déficit Hídrico/Sequía
IV;Choapa;Los Vilos;15-01-2013;Déficit Hídrico/Sequía
IV;Choapa;Salamanca;15-01-2013;Déficit Hídrico/Sequía
IV;Limarí;Ovalle;15-01-2013;Déficit Hídrico/Sequía
IV;Limarí;Combarbalá;15-01-2013;Déficit Hídrico/Sequía
IV;Limarí;Monte Patria;15-01-2013;Déficit Hídrico/Sequía
IV;Limarí;Punitaqui;15-01-2013;Déficit Hídrico/Sequía
IV;Limarí;Río Hurtado;15-01-2013;Déficit Hídrico/Sequía
